交易,開盤,最高,最低,收盤,漲跌,漲跌,振幅,成交資料,,,,法人買賣超(張),,,,外資,融資(張),,融券(張),,券資
日期,,,,,,(%),(%),,,,,,,,,持股,,,,,比
,,,,,,,,張數,筆數,均張,億元,外資,投信,自營,合計,(%),增減,餘額,增減,餘額,(%)
5月29日,782,788,770,774,-10,-1.28,2.3,440,"2,126",0.21,3.42,11.9,-3,-5.39,3.49,24.9,9,103,0,0,0
5月26日,800,802,784,784,-28,-3.45,2.22,515,"1,707",0.3,4.08,-22.2,-3,20.2,-5,24.9,0,94,0,0,0
5月25日,822,825,809,812,-18,-2.17,1.93,361,"1,154",0.31,2.94,-65.7,0,14.6,-51.1,24.9,16,94,0,0,0
5月24日,835,837,804,830,1,0.12,3.98,540,"1,279",0.42,4.44,89.5,0,30.4,120,24.9,-4,78,0,0,0
5月23日,833,845,823,829,-8,-0.96,2.63,437,665,0.66,3.63,106,0,7,113,24.9,3,83,0,0,0
5月22日,845,849,820,837,-13,-1.53,3.41,464,878,0.53,3.87,78.1,0,22,100,24.9,6,80,0,0,0
5月19日,885,885,841,850,-15,-1.73,5.09,"1,046","1,483",0.71,8.95,283,0,33,316,24.9,-4,74,0,0,0
5月18日,828,870,820,865,51,6.27,6.14,"1,379","1,988",0.69,11.7,175,32,146,353,24.8,15,78,0,0,0
5月17日,752,814,749,814,74,10,8.78,904,"2,132",0.42,7.13,-4.46,85,92.6,173,24.8,31,63,0,0,0
5月16日,718,747,717,740,35,4.96,4.26,567,"1,050",0.54,4.16,5.09,54,124,183,24.8,9,32,0,0,0
5月15日,700,713,695,705,5,0.71,2.57,265,518,0.51,1.87,1.99,53,34.5,89.5,24.8,1,23,0,0,0
5月12日,678,720,678,700,27,4.01,6.24,471,805,0.58,3.3,11,21,42.5,74.5,24.8,1,22,0,0,0
5月11日,678,679,673,673,2,0.3,0.89,138,222,0.62,0.93,25,1,0.65,26.6,24.8,0,21,0,0,0
5月10日,683,684,661,671,-6,-0.89,3.4,152,237,0.64,1.01,-11.6,2,3.03,-6.57,24.8,3,21,0,0,0
5月9日,673,677,669,677,-1,-0.15,1.18,94,194,0.48,0.63,11.1,1,1.25,13.4,24.8,1,18,0,0,0
5月8日,668,680,668,678,13,1.95,1.8,245,546,0.45,1.66,58.5,2,5.13,65.7,24.8,8,17,0,0,0
5月5日,665,665,658,665,5,0.76,1.06,64.4,128,0.5,0.43,19.4,2,-1.36,20,24.8,0,9,0,0,0
5月4日,660,662,654,660,2,0.3,1.22,66.6,174,0.38,0.44,6.75,1,-1.8,5.95,24.8,0,9,0,0,0
5月3日,665,665,653,658,-1,-0.15,1.82,83.1,175,0.47,0.55,-8.26,1,7.72,0.46,24.8,-3,9,0,0,0
5月2日,652,661,652,659,-2,-0.3,1.36,114,206,0.56,0.75,-1.99,6,10.3,14.3,24.8,-1,12,0,0,0
4月28日,660,661,647,661,10,1.54,2.15,164,218,0.75,1.08,6.16,2,2.13,10.3,24.8,0,13,0,0,0
4月27日,655,658,645,651,-9,-1.36,1.97,246,555,0.44,1.61,-76.9,2,0.78,-74.1,24.8,2,13,0,0,0
4月26日,644,663,644,660,20,3.12,2.97,294,716,0.41,1.93,48.6,11,55.3,115,24.8,0,11,0,0,0
4月25日,649,651,631,640,-8,-1.23,3.09,139,494,0.28,0.89,-20.3,4,10.5,-5.81,24.8,-1,11,0,0,0
4月24日,642,648,642,648,6,0.93,0.93,54.9,174,0.32,0.35,19.7,2.7,-2.13,20.3,24.8,0,12,0,0,0
4月21日,647,647,639,642,2,0.31,1.25,97.3,203,0.48,0.62,2.46,0,-2,0.46,24.8,0,12,0,0,0
4月20日,655,655,640,640,-22,-3.32,2.27,108,"1,025",0.1,0.69,-25,1.7,-3.33,-26.6,24.8,0,12,0,0,0
4月19日,662,668,656,662,2,0.3,1.82,128,543,0.24,0.85,21,3,19.3,43.3,24.8,0,12,0,0,0
4月18日,658,666,658,660,-5,-0.75,1.2,70.3,189,0.37,0.46,8.96,0.35,3.01,12.3,24.8,3,12,0,0,0
4月17日,651,665,651,665,5,0.76,2.12,147,374,0.39,0.97,50.4,1,1.92,53.4,24.8,2,9,0,0,0
4月14日,649,660,648,660,14,2.17,1.86,170,344,0.49,1.11,111,1,6.18,118,24.8,0,7,0,0,0
4月13日,648,652,642,646,-7,-1.07,1.53,109,262,0.41,0.7,-14.9,2,10.3,-2.59,24.7,0,7,0,0,0
4月12日,654,654,648,653,5,0.77,0.93,121,176,0.69,0.79,48,1,8.17,57.2,24.7,-1,7,0,0,0
4月11日,640,649,639,648,8,1.25,1.56,184,273,0.68,1.19,77.7,2,5.97,85.6,24.7,-1,8,0,0,0
4月10日,637,643,637,640,3,0.47,0.94,53.5,149,0.36,0.34,21,0.72,0.03,21.7,24.7,0,9,0,0,0
4月7日,638,638,636,637,5,0.79,0.32,25.8,130,0.2,0.16,2,4.45,0,6.45,24.7,1,9,0,0,0
4月6日,642,643,630,632,-10,-1.56,2.02,177,337,0.53,1.12,-43.9,0,4,-39.9,24.7,0,8,0,0,0
3月31日,634,650,634,642,13,2.07,2.54,376,507,0.74,2.42,177,0,7.65,184,24.7,-1,8,0,0,0
3月30日,638,638,625,629,-4,-0.63,2.05,220,324,0.68,1.39,-31.8,0,5.27,-26.5,24.7,-3,9,0,0,0
3月29日,625,635,625,633,3,0.48,1.59,173,296,0.59,1.1,74,0,0.8,74.8,24.7,0,12,0,0,0
3月28日,625,634,625,630,0,0,1.43,119,262,0.45,0.75,18.1,-5,-2,11.1,24.7,-4,12,0,0,0
3月27日,625,630,622,630,4,0.64,1.28,167,348,0.48,1.05,9.87,0.7,2.58,13.2,24.7,-12,16,0,0,0
3月24日,625,626,616,626,4,0.64,1.61,222,398,0.56,1.38,-6.93,49.1,-0.73,41.4,24.6,-21,28,0,0,0
3月23日,614,622,610,622,10,1.63,1.96,319,545,0.58,1.97,161,45.7,1.78,208,24.6,-27,49,0,0,0
3月22日,605,615,605,612,13,2.17,1.67,256,358,0.72,1.56,28,47.8,-0.17,75.7,24.6,16,76,0,0,0
3月21日,601,602,597,599,6,1.01,0.84,65,205,0.32,0.39,-0.46,2,-2.16,-0.62,24.6,-2,60,0,0,0
3月20日,603,603,593,593,-2,-0.34,1.68,68.1,230,0.3,0.41,-18,0,1.63,-16.4,24.6,-3,62,0,0,0
3月17日,596,602,595,595,0,0,1.18,586,372,1.58,3.49,-10.9,-23.6,0.92,-33.5,24.6,-12,65,0,0,0
3月16日,598,600,593,595,-4,-0.67,1.17,160,330,0.48,0.95,-33.1,1.35,-2.04,-33.8,24.6,0,77,0,0,0
3月15日,603,608,598,599,-6,-0.99,1.65,217,485,0.45,1.31,-96.4,15.9,-32.6,-113,24.6,5,77,0,0,0
3月14日,602,612,602,605,-6,-0.98,1.64,308,341,0.9,1.86,-20.2,4.22,-71.3,-87.3,24.7,1,72,0,0,0
3月13日,606,613,596,611,10,1.66,2.83,254,405,0.63,1.55,-1.97,3.77,-3.23,-1.42,24.7,-10,71,0,0,0
3月10日,609,611,601,601,-15,-2.44,1.62,432,769,0.56,2.61,-352,0.59,-4.15,-356,24.7,36,81,0,0,0
3月9日,618,622,613,616,-2,-0.32,1.46,153,254,0.6,0.94,-94.7,1.12,-1.27,-94.9,24.7,6,45,0,0,0
3月8日,622,626,616,618,-10,-1.59,1.59,239,330,0.72,1.48,-104,2,20.2,-81.8,24.7,0,39,0,0,0
3月7日,620,629,620,628,5,0.8,1.44,176,284,0.62,1.1,14.5,-2,3.17,15.6,24.8,-3,39,0,0,0
3月6日,619,626,613,623,13,2.13,2.13,233,373,0.62,1.45,94.4,1,25.8,121,24.8,-16,42,0,0,0
3月3日,610,616,609,610,1,0.16,1.15,144,274,0.52,0.88,-36.4,-39,9.03,-66.4,24.7,-2,58,0,0,0
3月2日,613,617,606,609,-3,-0.49,1.8,181,410,0.44,1.11,-97.6,-16.2,-10.5,-124,24.8,18,60,0,0,0
3月1日,620,629,612,612,-5,-0.81,2.76,294,473,0.62,1.82,-89.9,1,-27.5,-116,24.8,5,42,0,0,0
2月24日,622,622,611,617,-1,-0.16,1.78,860,835,1.03,5.31,-100,-11,5.61,-106,24.8,-2,37,0,0,0
2月23日,612,622,610,618,6,0.98,1.96,357,420,0.85,2.2,-99.5,-29,7.07,-121,24.8,2,39,0,0,0
2月22日,618,618,611,612,-9,-1.45,1.13,180,307,0.59,1.11,-90.7,-10,-9.09,-110,24.8,3,37,0,0,0
2月21日,629,629,621,621,-8,-1.27,1.27,105,236,0.44,0.65,-28.8,-9,1.74,-36.1,24.8,2,34,0,0,0
2月20日,625,630,621,629,-1,-0.16,1.43,131,704,0.19,0.82,10,1,1.79,12.8,24.8,0,32,0,0,0
2月17日,618,630,618,630,7,1.12,1.93,130,204,0.64,0.81,-3.25,3.12,7.73,7.6,24.8,-2,32,0,0,0
2月16日,628,629,623,623,0,0,0.96,93.5,238,0.39,0.58,-10.3,3.82,-0.77,-7.24,24.8,1,34,0,0,0
2月15日,637,638,620,623,-6,-0.95,2.86,171,307,0.56,1.07,-34.7,1.49,2.07,-31.1,24.8,7,33,0,0,0
2月14日,629,632,627,629,5,0.8,0.8,91.9,160,0.57,0.58,27,0,-13.1,13.9,24.8,-3,26,0,0,0
2月13日,620,630,620,624,1,0.16,1.61,106,214,0.5,0.66,-14.6,0,0.82,-13.8,24.8,1,29,0,0,0
2月10日,633,633,622,623,-13,-2.04,1.73,216,"1,847",0.12,1.35,-101,0,-9.47,-110,24.8,10,28,0,0,0
2月9日,633,637,632,636,-6,-0.93,0.78,92,376,0.24,0.58,-23,0,-1.1,-24.1,24.9,6,18,0,0,0
2月8日,638,642,635,642,6,0.94,1.1,136,325,0.42,0.87,-2,5,-3.19,-0.19,24.9,0,12,0,0,0
2月7日,650,652,635,636,-11,-1.7,2.63,187,444,0.42,1.19,-22.7,0,-0.2,-22.9,24.9,3,12,0,0,0
2月6日,652,660,646,647,-10,-1.52,2.13,193,357,0.54,1.25,-12.9,0,-1.98,-14.9,24.9,0,9,0,0,0
2月3日,646,658,646,657,2,0.31,1.83,153,250,0.61,1,-26.4,0,-3,-29.4,24.9,-3,9,0,0,0
2月2日,665,665,648,655,-8,-1.21,2.56,276,417,0.66,1.81,-31,0,-4.19,-35.2,24.9,3,12,0,0,0
2月1日,630,666,626,663,7,1.07,6.1,733,"1,005",0.73,4.76,-146,0,-0.77,-147,24.9,-1,9,0,0,0
1月31日,651,660,648,656,-5,-0.76,1.82,547,549,1,3.59,32.5,0,2.83,35.3,24.9,1,10,0,0,0
1月30日,655,664,637,661,35,5.59,4.31,"1,057","1,449",0.73,6.92,335,-4,7.65,338,24.9,1,9,0,0,0
1月17日,625,633,622,626,-1,-0.16,1.75,220,"1,186",0.19,1.38,91.4,-59,0.36,32.8,24.8,0,8,0,0,0
